Company Name,Website,City,Address,Company Stage,Focus Areas
Atila Biosystems,https://atilabiosystems.com,Sunnyvale,"500 Mercury Dr, Sunnyvale, CA 94085",Pre-clinical/Startup,Nucleic acid amplification chemistry
Atomic AI,https://atomic.ai,South San Francisco,"329 Oyster Point Blvd, South San Francisco, CA 94080",Pre-clinical/Startup,Using AI to discover and design novel RNA-based therapeutic molecules.
Atonarp,https://atonarp.com,Pleasanton,"5960 Inglewood Drive, Suite 100, Pleasanton, CA 94588",Pre-clinical/Startup,Mass spec molecular analysis
Atreca,https://atreca.com,San Carlos,"835 Industrial Road, Suite 400, San Carlos, CA 94070",Clinical-Stage Biotech,Antibody discovery based on active human immune responses. Note: Company has undergone significant restructuring.
AtriCure,https://atricure.com,Pleasanton,"3875 Hopyard Road, Unit 160, Pleasanton, CA 94588",Commercial-Stage Biotech,Cardiovascular surgical devices
Atropos Therapeutics,https://atroposthera.com,San Carlos,"733 Industrial Rd, San Carlos, CA 94070",Pre-clinical/Startup,Senescence-targeting small molecules
Attovia Therapeutics,https://attovia.com,San Carlos,"1091 Industrial Rd, Suite 310, San Carlos, CA 94070",Pre-clinical/Startup,Biparatopic nanobody platform
Attune Neurosciences,https://attuneneuro.com,San Francisco,"2325 3rd Street, Suite 424, San Francisco, CA 94107",Pre-clinical/Startup,Non-invasive neurostimulation
Auctus Surgical,https://auctussurgical.com,Danville,"318 Main St, San Francisco, CA 94105",Pre-clinical/Startup,Scoliosis tethering system
Augmenta Bioworks,https://augbio.com,Menlo Park,"3475 Edison Way, Unit K, Menlo Park, CA 94025",Tools/Services/CDMO,Antibody discovery services
Aulos Bioscience,https://aulosbio.com,Larkspur,"700 Larkspur Landing Circle, Suite 108, Larkspur, CA 94939",Pre-clinical/Startup,IL-2 monoclonal antibodies
Auransa,https://auransa.com,Palo Alto,"550 Hamilton Ave, Suite 230, Palo Alto, CA 94301",Pre-clinical/Startup,AI-driven drug discovery (oncology)
Aurora Microplates,https://auroramicroplates.com,San Jose,"25 Metro Drive, Suite 238, San Jose, CA 95110",Tools/Services/CDMO,Microplate lab plastics
AusperBio,https://ausperbio.com,San Mateo,"3 East Third Ave, Suite 200, San Mateo, CA 94401",Pre-clinical/Startup,Antiviral therapeutics (ASO)
Austral Biologicals,https://australbiologicals.com,San Ramon,"2410 Camino Ramon, Suite 163, San Ramon, CA 94583",Tools/Services/CDMO,Research products & services
Avails Medical,https://availsmedical.com,Menlo Park,"1080 O'Brien Drive, Suite A, Menlo Park, CA 94025",Pre-clinical/Startup,Rapid infection diagnostics
Avantec Vascular,https://avantecvascular.com,Sunnyvale,"870 Hermosa Dr, Sunnyvale, CA 94085",Pre-clinical/Startup,Peripheral vascular devices
Avellino Laboratories,https://avellino.ai/,Menlo Park,"1505 Adams Dr, Menlo Park, CA 94025, USA",Pre-clinical/Startup,"Gene Therapy, Molecular Diagnostics"
Avellino Labs,https://avellino.ai,Menlo Park,"1505 Adams Drive, Suite B2, Menlo Park, CA 94025",Pre-clinical/Startup,Gene therapy & diagnostics (ophthalmology)
Avenue Biosciences,https://avenuebiosciences.com,Palo Alto,"2627 Hanover St, Palo Alto, CA 94304",Tools/Services/CDMO,Protein engineering CRO
Averto Medical,https://avertomed.com,Fremont,"40531 Encyclopedia Cir, Fremont, CA 94538, USA",Pre-clinical/Startup,Ostomy avoidance device
AvidBiotics Corp,https://www.avidbiotics.com,South San Francisco,"100 Kimball Way, South San Francisco, CA 94080",Acquired,Non-antibody protein therapeutics. Split into Xyphos (immuno-oncology) and Pylum (antibacterials).
Avinger,https://lumivascular.us,Redwood City,"400 Chesapeake Drive, Redwood City, CA 94063",Commercial-Stage Biotech,Arterial surgical devices (PAD)
Avirmax,https://avirmax.com,Hayward,"25503 Whitesell Street, Hayward, CA 94545",Pre-clinical/Startup,rAAV gene therapy technology
Avisi Technologies,https://avisitech.com,Redwood City,"1733 Woodside Rd, Suite 310, Redwood City, CA 94061",Pre-clinical/Startup,Glaucoma implant (nanotech)
Avive Solutions,https://avive.life,Brisbane,"185 Valley Drive, Brisbane, CA 94005",Commercial-Stage Biotech,Automated external defibrillator
Avvio Medical,https://avviomedical.com,San Francisco,"2325 3rd Street, Suite 215, San Francisco, CA 94107",Pre-clinical/Startup,Kidney stone treatment device
Axbio,,Santa Clara,"3350 Scott Blvd # B-9, Santa Clara, CA 95054, USA",Unknown,Biochips
Axiom,https://www.axiomhotel.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,San Francisco,"28 Cyril Magnin St, San Francisco, CA 94102, USA",Unknown,AI Toxicity Modeling
Axon Therapies,http://www.axontherapies.com/,Santa Clara,"2326 Walsh Avenue, Santa Clara, CA 95127, USA",Unknown,Catheter Ablation System for Heart Failure
Azalea Therapeutics,http://azaleagrovecounselingandtherapy.com/,Berkeley,"500 Terry A Francois Blvd 6th floor, San Francisco, CA 94158, USA",Unknown,Engineering Cells Directly Inside Each Patient
Azena Medical,http://azenamedical.com/,Walnut Creek,"1777 Botelho Dr #100, Walnut Creek, CA 94596, USA",Unknown,Pretty medical devices
BacStitch DNA,http://www.gene.com/,South San Francisco,"1 DNA Way, South San Francisco, CA 94080, USA",Unknown,Engineering Bacteria for DNA Production
Bayer,https://www.bayer.com,Berkeley,"800 Dwight Way, Berkeley, CA 94710",Large Pharma,"Biologics & Cell & Gene Therapy & Manufacturing.
Biologics & CGT; process/analytical development"
Bayer BioPartnering Solutions,http://pharma.bayer.com/,Berkeley,"800 Dwight Way, Berkeley, CA 94710, USA",Pre-clinical/Startup,Biomanufacturing - recombinant protein and cell therapy modalities
Bayside Biosciences,http://baysidebio.com/,Santa Clara,"2450 Scott Blvd, Santa Clara, CA 95050, USA",Tools/Services/CDMO,Contract Preclinical Services
BeOne Medicines,https://beigene.com/,San Carlos,"835 Industrial Rd 6th floor, San Carlos, CA 94070, USA",Tools/Services/CDMO,"Small Molecules, Monoclonal Antibodies"
Becton Dickinson,http://www.bd.com/,San Jose,"155 N McCarthy Blvd, Milpitas, CA 95035, USA",Unknown,Lots of Biotechnology Products
Benchling,https://benchling.com/,San Francisco,"680 Folsom St floor 10, San Francisco, CA 94107, USA",Unknown,Biotech Software
Benitec Biopharma,https://www.benitec.com/,Hayward,"3940 Trust Way, Hayward, CA 94545, USA",Unknown,DdRNAi
Benthic Genomics,https://www.baygenomics.com/,Mountain View,"1440 Fourth St STE C, Berkeley, CA 94710, USA",Unknown,Sequencing Solutions
Bespoke Biotherapeutics,https://boltbio.com/,San Mateo,"900 Chesapeake Dr, Redwood City, CA 94063, USA",Pre-clinical/Startup,Genome Engineered B-cell Therapeutics
BigHat Biosciences,https://www.bighatbio.com/,San Mateo,"1900 Alameda de las Pulgas Suite 400, San Mateo, CA 94403, USA",Unknown,"BigHat designs safer, more effective biologic therapies using machine learning and synthetic biology"
BillionToOne,https://www.billiontoone.com/,Menlo Park,"1035 O'Brien Dr, Menlo Park, CA 94025, USA",Unknown,Prenatal Genetic Testing
Binacea Pharma,http://binaceapharma.com/,Hayward,"3563 Investment Blvd, Hayward, CA 94545, USA",Tools/Services/CDMO,Cancer Antibodies
Bio-Rad,http://www.bio-rad.com/,Pleasanton,"5731 W Las Positas Blvd, Pleasanton, CA 94588, USA",Unknown,Digital PCR
Bio-Rad Laboratories,https://www.bio-rad.com,Hercules,"1000 Alfred Nobel Drive, Hercules, CA 94547",Commercial-Stage Biotech,"Life-science instruments & diagnostics.
Protein analytics/tools used by structural biologists; product development roles."
BioAge Labs,http://bioagelabs.com/,Richmond,"1445A S 50th St, Richmond, CA 94804, USA",Unknown,Computational platform that explores a universe of proprietary and public data to identify and target the molecular factors that influence longevity
BioAmp Diagnostics,http://www.bioampdx.com/,San Carlos,"930 Brittan Ave, San Carlos, CA 94070, USA",Unknown,Diagnostics to counteract antibiotic resistance
BioAssay Systems,https://bioassaysys.com/,Hayward,"3191 Corporate Pl, Hayward, CA 94545, USA",Tools/Services/CDMO,Assays
BioCardia,http://www.biocardia.com/,Sunnyvale,"320 Soquel Way, Sunnyvale, CA 94085, USA",Pre-clinical/Startup,Personalized marrow-derived cell therapy
BioCentury,https://www.biocentury.com,Redwood City,"1235 Radio Rd Ste 100, Redwood City, CA 94065",Acquired,Biotechnology industry analysis and data platform. Not a research-focused role.
BioChain,https://www.biochain.com/,Newark,"39600 Eureka Dr, Newark, CA 94560, USA",Unknown,Sample Preparation
BioEclipse Therapeutics,https://www.bioeclipse.com/,Mountain View,"319 N Bernardo Ave, Mountain View, CA 94043, USA",Unknown,Immuno-Oncology
BioGenex,https://www.biogenex.com/,Fremont,"48810 Kato Rd Suite 200E, Fremont, CA 94538, USA",Tools/Services/CDMO,"Cellular & Molecular Diagnostics, Biotech Reagents"
BioJiva,,San Jose,,,
BioMap,http://peak-bio.com/,Palo Alto,"3350 W Bayshore Rd, Palo Alto, CA 94303, USA",Unknown,AI Models
BioMarin Pharmaceutical,https://www.biomarin.com,San Rafael,"770 Lindaro Street, San Rafael, CA 94901",Commercial-Stage Biotech,"Rare genetic diseases therapeutics.
Enzyme replacement therapies and gene therapies"
BioProduction Systems,http://www.bioproductionsystems.com/,Palo Alto,"950-952 Commercial St, Palo Alto, CA 94303, USA",Tools/Services/CDMO,Biologic CDMO
BioQ Pharma,http://bioqpharma.com/,San Francisco,"1325 Howard St, San Francisco, CA 94103, USA",Pre-clinical/Startup,Drug infusion systems
BioSciencesCorp,,San Ramon,"361 Adelaide Hills Ct, San Ramon, CA 94582, USA",Tools/Services/CDMO,Biologics Services & Consulting
BioTechLogic,,Walnut Creek,"1945 Arbol Grande, Walnut Creek, CA 94595, USA",Unknown,Biopharmaceutical Consulting
Biocheck,http://www.biocheckinc.com/,South San Francisco,"425 Eccles Ave, South San Francisco, CA 94080, USA",Tools/Services/CDMO,"Develops, manufactures, and distributes immunodiagnostic test kits and research reagents"
Biolog,https://www.biolog.com/,Hayward,"21124 Cabot Blvd, Hayward, CA 94545, USA",Unknown,Cell Phenotyping Technology
Biomarker Pharmaceuticals,https://www.takarabio.com/,San Jose,"2560 Orchard Pkwy, San Jose, CA 95131, USA",Unknown,"Gene Expression, Nutraceuticals, Genotyping"
Biomea Fusion,http://www.biomeafusion.com/,Redwood City,"1599 Industrial Rd, San Carlos, CA 94070, USA",Unknown,Small Molecules Targeting Cancer
Biomed,http://www.sanjosebiocube.com/,San Jose,"5941 Optical Ct, San Jose, CA 95138, USA",Unknown,Small molecule for neurological disorders
Biomonadic,https://biomimicsusa.com/,Berkeley,"2703 Seventh St Ste 122, Berkeley, CA 94710, USA",Pre-clinical/Startup,Klotho Gene Therapy
Bioneer,http://us.bioneer.com/,Oakland,"155 Filbert St #216, Oakland, CA 94607, USA",Tools/Services/CDMO,Protein Synthesis Equipment & Reagents
Bionexus,https://www.bionexus.net/,Oakland,"222 Madison St, Oakland, CA 94607, USA",Unknown,Genomic & Proteomic products
Bionova Scientific,https://bionovascientific.com/,Fremont,"3100 W Warren Ave, Fremont, CA 94538, USA",Tools/Services/CDMO,Full-service Biologics CDMO
Bioprocess AI,https://invertbio.com/,San Francisco,"2261 Market St #4579, San Francisco, CA 94114, USA",Unknown,CMC Automation
BiosPacific,https://www.biospacific.com/,Emeryville,"5980 Horton St #360, Emeryville, CA 94608, USA",Tools/Services/CDMO,Antibodies and antigens
Biotium,https://biotium.com/,Fremont,"46117 Landing Pkwy, Fremont, CA 94538, USA",Tools/Services/CDMO,Fluorescent Reagents
Biotricity,https://biotricity.com/,Redwood City,"203 Redwood Shores Pkwy Suite 600, Redwood City, CA 94065, USA",Unknown,"Remote cardiac monitoring devices, health management software"
Bitterroot Bio,https://www.brbio.com/,Palo Alto,"3160 Porter Dr Suite 110, Palo Alto, CA 94304, USA",Unknown,Immune modulation to treat cardiovascular disease
Blade Therapeutics,https://www.blademed.com,San Francisco,"50 Francisco Street, Suite 450, San Francisco, CA 94133",Clinical-Stage Biotech,Small molecule anti-fibrotic therapies (autotaxin and calpain inhibitors).
BlueJay Therapeutics,,Redwood City,"3 Lagoon Dr #130, Redwood City, CA 94065, USA",Unknown,"Monoclonal Antibody, Small Molecule"
Bodyport,http://www.bodyport.com/,San Francisco,"120 2nd St # 2, San Francisco, CA 94105, USA",Pre-clinical/Startup,Biomarker-guided digital therapeutics
Boehringer Ingelheim,https://www.boehringer-ingelheim.us/,Fremont,"6701 Kaiser Dr, Fremont, CA 94555, USA",Unknown,"Large molecule, biomanufacturing"
Bolt Biotherapeutics,https://boltbio.com/,Redwood City,"900 Chesapeake Dr, Redwood City, CA 94063, USA",Unknown,Systemically delivered Immune-Stimulating Antibody Conjugates
Bolt Threads,https://boltthreads.com,Emeryville,"5858 Horton Street, Emeryville, CA 94608",Commercial-Stage Biotech,"Biomaterials; recombinant silk proteins.
Fermentation scale protein expression & engineering."
Bone Health Technologies,http://ossiumhealth.com/,San Francisco,"80 Tehama St, San Francisco, CA 94105, USA",Unknown,Mechanical Bone Stimulation
Boomerang Medical,https://www.boomerangmedical.com/,Mountain View,"2495 Hospital Dr Suite 300, Mountain View, CA 94040, USA",Pre-clinical/Startup,Bioelectric Medicine
Boost Biomes,https://www.boostbiomes.com,South San Francisco,"329 Oyster Point Boulevard, 3rd Floor, South San Francisco, CA 94080",Pre-clinical/Startup,Microbiome discovery platform for agriculture and food. Less focus on protein biochemistry.
Borvo Medical,https://biocare.net/,Mountain View,"60 Berry Dr, Pacheco, CA 94553, USA",Unknown,Endoport Vacuum Assisted Collection
Boster Bio,https://www.bosterbio.com/,Pleasanton,"3942 Valley Ave Ste B, Pleasanton, CA 94566, USA",Tools/Services/CDMO,"Antibodies, ELISA kits, etc."
BrainKey,http://brainkey.ai/,San Francisco,"218 9th St, San Francisco, CA 94103, USA",Unknown,AI for MRI analysis
Braveheart Bio,http://gryphonbio.com/,San Francisco,"Building 83, 611 Gateway Blvd Suite 120 #253, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Therapeutics for hypertrophic cardiomyopathy and related conditions
BridGene Biosciences,https://www.bridgenebio.com/home,San Jose,"75 Nicholson Ln, San Jose, CA 95134, USA",Pre-clinical/Startup,Small molecules that drug traditionally undruggable targets
BridgeBio Oncology Therapeutics,,South San Francisco,,,RAS-targeted small molecules
BridgeBio Pharma,http://bridgebio.com/,Palo Alto,"3160 Porter Dr Suite 250, Palo Alto, CA 94304, USA",Pre-clinical/Startup,Genetic Disease Treatments
BrightInsight,http://www.btbp.org/,San Jose,"359 Piercy Rd, San Jose, CA 95138, USA",Unknown,Digital Health Platform
Brii Biosciences,http://www.vir.bio/,San Mateo,"1800 Owens St, San Francisco, CA 94158, USA",Tools/Services/CDMO,"SIRNA, Biologics, Monoclonal Antibodies, Small Molecules"
Broadwing Bio,http://distributedbio.com/,South San Francisco,"201 Gateway Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Antibody based drugs for blindness
Broncus Medical,http://www.broncus.com/,San Jose,"125 Nicholson Ln, San Jose, CA 95134, USA",Unknown,"Virtual Bronchoscopic Navigation, Peripheral Lung Biopsy"
Bullseye Biosciences,,San Francisco,,,Vascularized Organs
Butterfly Network,http://peak-bio.com/,Palo Alto,"3350 W Bayshore Rd, Palo Alto, CA 94303, USA",Unknown,Subscription Ultrasound Device
C.Light Technologies,http://www.clearlightbiotechnologies.com/,Santa Clara,"428 Oakmead Pkwy, Sunnyvale, CA 94085, USA",Unknown,Retinal Tracking for Disease Monitoring
CAGE Bio,https://cagebio.com/contact-us,San Carlos,"733 Industrial Rd A, San Carlos, CA 94070, USA",Pre-clinical/Startup,Deep Eutectic Ionic Liquids for Therapeutics
CERo Therapeutics,http://www.sutrobio.com/,South San Francisco,"111 Oyster Point Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Cellular Immunotherapy
CPC Scientific,http://www.cpcscientific.com/,San Jose,"160 E Tasman Dr #200, San Jose, CA 95134, USA",Unknown,Peptides. Custom / Catalog.
CPTx,http://cytomx.com/,South San Francisco,"151 Oyster Point Blvd #400, South San Francisco, CA 94080, USA",Unknown,Gene-encoding single-stranded DNA
CS Bio,http://www.csbio.com/,Menlo Park,"20 Kelly Ct, Menlo Park, CA 94025, USA",Unknown,Peptide Synthesizers & Custom Synthesis
CYTORUM,https://www.cytorum.com/contact,Santa Clara,"3350 Scott Blvd, Santa Clara, CA 95054, USA",Unknown,Single Cell Analysis
Cache DNA,http://www.natera.com/,San Carlos,"201 Industrial Rd, San Carlos, CA 94070, USA",Unknown,Biomolecule Preservation
Cairn Biosciences,http://cariboubio.com/,San Francisco,"2929 Seventh St #105, Berkeley, CA 94710, USA",Tools/Services/CDMO,Live cell assays
Cala Health,https://calahealth.com/,San Mateo,"1800 Gateway Dr suite 120, San Mateo, CA 94404, USA",Unknown,Neurological Device
